"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi",0,0.0017,0,0,0,0,0.00073,0.00044,0,0.18631,0,0,0.03162,0.02661,0.00615,0,0.0168,0,0,0.00819,0.00445,0,0.00367,0.03767,0,0.03587,0,0.01257,0.0671,0.00313,0.00744,0.00872,0,0.0408,0.00791,0.01575,0,0.05244,0.01333,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_longoviformis",0,0.00277,0,0,0,0,0,0,0,0.00136,0,0,0,0.04442,0.00345,0,0.00169,0,0.01743,0.00653,0.01813,0.01393,0,0,0.00293,0.03987,0,0,0,0.06296,0,0.02677,0,0,0,0.36413,0,0.01318,0,0,0,0.06672
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli",0,0.00168,0,0,0,0,0.00173,0.00194,0.00394,0,0.00375,0,0,0.01929,0,0,0,1e-04,0.00013,0.006,0,0.02214,0,0.00449,0,0,0,0,0,3e-05,0.00795,0,0,0.008,0.00114,0,0.01847,0.00658,0.00942,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium|s__Paraclostridium_bifermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01508,0,0,0,0,0,0.0155,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina|s__Sarcina_ventriculi",0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis",0,0,0,0.00282,0,0.00563,0,0,0,0.00499,0.00605,0,0.01014,0.02259,0,0.00258,0.0052,0.00158,0,0.00088,0,0.00504,0,0.01722,0,0,0.00139,0,0.00193,0.00754,0.00217,0,0,0,0,0,0.01969,0.00981,0.0283,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium",0.42692,0.15286,0,0.06078,0.3328,0.03698,0.05257,0,0.04102,0.09366,0.18855,0,0.23782,0.14092,0.12623,0.0803,0.07331,0.02854,0,0.02204,0,0.08033,0,0,0.01023,0.04281,0.01238,0,0,0.26307,0.14747,0,0.18037,0,0,0,0.06637,0.0783,0,0.30731,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_Marseille_Q4139",0,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0.0271,0,0,0.01022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi",0,0,0,0,0,0,0,0,0,0,0.10231,0,0,0,0,0,0.24209,0,0,0.33393,0,0.20132,0,0,0.00049,0.07177,0,0,0.05073,0,0,0,0,0,0,0.00509,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hominis",0,0.00536,0.00959,0,0.00579,0,0,0,0.00954,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0.00845,0.00264,0,0,0,0,0,0,0,0,0,0,0.01612
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum",0.01958,0,0,0,0,0,0,0,0,0.19372,0,0,0,0.14041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07735,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans",0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.06818,0,0,0,0,0.06978,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0.00766,0.43236,0.36328,0.29618,0.29504,0.33818,0.56878,0.55812,0.24287,0.00301,0.13971,0.03217,0.0078,0.14102,0.29251,0,0.01668,0,0.92753,0.03966,1.49531,0.07042,1.52076,0,0.25792,0.36923,0.43547,0,0.15863,0,0.06704,0.12983,0.66063,0.38311,0.92715,0.06136,1.15533,0.99075,0,0.04083,0.11687,0.05543
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF16_48",0,0,0,0.01155,0,0.04171,0,0,0,0,0.09022,0,0.18099,0.01205,0,0.12204,0,0.01888,0,0,0,0.08399,0,0,0,0,0,0,0.61226,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH",0,1.75084,0,0,1.162,0.00025,0,0,0,0,0.69308,0,0,0,0,0.60031,0,0.04772,0,0,0,0.29557,0.06199,0,0,0,0.27246,0,0,0,0,1.16902,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_c_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10252,0,0,0.08062,0,0,0,0,0,0,0,0,0,0.01613,0.00032,0,0,0,0,0,0.0014,0.01571,0.46052,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0.24618,0,0,0.20346,0,0.06822,0,0,0.07176,0,0.39486,0.00278,0.00173,0,0.0292,0,0.00769,0,0,0.03775,0,0.54875,0.12593,0.11545,0.11772,0.04095,0.44817,0,0.35119,0,0,0.24778,0.03746,0.01214,0.05909,0,2.77917,0.64673,1.27654,0.09811,3e-04,0.02639
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3267|s__GGB3267_SGB4317",0,0,0,0,0,0,0,0,0,0,0,0,0,0.69822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327",0.69316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86784,0,0,0,0,0,0,3.03022,0.02705,0.09221,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278|s__GGB3278_SGB4328",0,0,0,2.09806,0,3.04095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96633,0,0,0,3.86503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850",0.03078,0,0,0.01349,0,0.01243,0,0,0.00673,0,0,0,0,0,0.00845,0.04105,0,0.03269,0,0,0,0,0,0,0.02181,0.02695,0,0,0.02293,0.0056,0.03404,0,0.01161,0,0,0,0,0,0,0.02439,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus|s__Intestinibacillus_sp_Marseille_P6563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00238,0,0,0,0,7e-05,0,0.00356,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Alterileibacterium|s__Alterileibacterium_massiliense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05115,0,0,0.03039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Anaerovorax|s__Anaerovorax_odorimutans",0,0,0,0.00167,0,0,0,0,0,9e-05,0.00038,0,0,0.00634,0,0,0,0,0,0,0,0.00479,0,0,0.00559,0.06673,0,0,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Baileyella|s__Baileyella_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_timonensis",0,0,0,0,0,0,0,0,0,0.02431,0,0,0.01098,0.02253,0,0,0,0,0,0,0,0,0,0,0.00114,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_bacterium_S5_A14a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0.01865,0.00104,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978",0,0,0,0.01964,0,0,0,0,0,0,0.11773,0,0,0,0,0,0.0659,0,0,0,0,0.02477,0,0,0,0,0,0.03409,0.00341,0,0,0,0,0.00545,0,0,0.27396,0.46222,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy",0,0,0,0,0,0,0,0,0,0,0,0.00855,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0.0236,0,0,0.001,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0.00061,0,0,0.00951,0,0,5e-05,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424,0,0,0.00154,0,0,0.00474,0,0,0,0.00257,0,1e-04,0,0,0,0.00425,0,0,0.00329,0,0,0.00206,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci",0.00225,0.00107,0.00771,0.00116,0,0,0,0,0.0067,0,9e-05,0.10564,0,0,0,0,0,0.00096,0.00191,0.00396,0.01204,0.0033,0.04634,0.02134,0.00022,0,0.00625,0,0.00492,0,0,0.00091,0.00158,0,0,0.03689,0.00084,0.00554,0,0,0.01845,0.05925
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959",0.05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962",0,0,0.02557,0.05867,0,0.00453,0,0,0,0.00146,0.00739,0,0.01052,0.08962,0.05329,0,0.04732,0,0,0.15678,0,0.00449,0,0.00232,0,0,0,0,0.10663,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.20105
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699,0,0,0.0771,0,0,0.03347,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02834,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387|s__GGB32387_SGB47381",0,0,0.00148,0,0,0,0,0,0,0,0.07901,0,0,0,0,0,0,0,0,0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_faecis",0.05258,0.12002,0,0.05222,0.06079,0.06038,0.05691,0.0114,0.02868,0.11312,0,0.00261,0.20274,0.3782,0.27163,0.04727,0.26099,0.02183,0,0.54571,0,0,0,0.04499,0.09367,0.39032,0,0.01409,0.10125,0.13021,0.1834,0.17808,0.09068,0.25009,0.10213,0.38514,0,0,0,0.07746,0.02996,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0.02478,0,0.00463,0,0.0053,0,0,0.02778,0,0.03872,0,0,0.11647,0.27724,0,0,0,0.14875,0.03107,0,0,0.17707,0.17896,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum",0.0094,0.00095,0.01698,0.00213,0,0.00014,0.00099,0.003,0.00263,0,0.0024,0.02534,0.02157,0,0.01529,0,0,0.00354,0.01041,0.00598,0.02641,0.01027,0.05276,0.02484,0.00014,0,0.00902,0,0.00875,0.0154,0.0126,0.00076,0.01661,0,0,0.06513,0.00053,0.00309,0.00217,6e-04,0.01522,0.04588
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75236,0,0,0,0,0,0,1.52296,0,0,0,0,0.07782,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_SGB3923",0,0,0,0,0,0,0,0,0,0,0,0,0.04369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum",0,0,0,0,0,0,0,0,0,0,0,0,0.10572,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965,0.00011,0,0.05049,0,0,0.00586,0,0,0,0,0.00035,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania|s__Zhenpiania_hominis",0,0,0,0.0588,0,0.05584,0,0,0.00762,0,0.13663,0,0.04542,0.03441,0,0,0.20894,0,0,0.10962,0,0.36174,0,0,0.13624,0.38222,0,0,0,0.75765,0.14539,0,0.02018,0,0,0.66515,0.00974,0.03247,0,0,0.01924,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis",0.48774,0,2.50722,1.08664,0.00019,1.4654,0.02359,0.03288,0.10462,0.00789,2.67375,0.06589,0.10592,0.51962,0.27866,0.30488,1.13769,0.10992,0.43139,0.30067,0.38429,5.14892,0,0,0.99044,0.80642,0,0,0.24175,0,0,0,0.15392,0,0,0.28459,1.23351,1.85362,0,1.48891,0.22563,9.82305
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Colidextribacter|s__Colidextribacter_sp_210702_DFI_3_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0,0,0,0.00327,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium",0.00087,0,0,0,0,0,0,0,7e-04,0.0069,0,0,0,0.0031,0,0,0.01966,0,0.00395,0.00348,0.01563,0,0,0.42032,0,0,0,0,0.01384,0,0.00195,0.02253,0,0.07401,0.01775,0,0.00407,0.20666,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_CHKCI006",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KA00274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615",0.43651,0.02958,0.65247,1.13142,0.38565,0.87625,0.18699,0.19544,0.0501,0,0.0259,0.05216,0.04359,0.05467,0.08946,0.26148,0.00027,0.65215,0.88787,0.00604,0.56996,0.00472,1.15416,0.05593,0.3359,0.00213,0.01552,0,0.10458,0.01509,0.00229,0,0.107,0.01815,0.63068,0,0.53762,0.32808,0.13275,0.0201,0.08855,0.01683
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_bacterium",0.00151,0,0,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14826,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19757,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous",0.37957,1.25367,0.06091,0,0.40639,0,0,0,0.14217,0.43372,1.17773,0,0.67444,1.13731,0,0.39424,1.1647,0.37122,0,0.80686,0,1.05558,0,0,0.56415,0.45495,0,0,1.52792,0.76205,1.02197,0,0.28297,0,0,0,0,0,0,0.46791,0,0.77787
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0.00793,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis",0.63768,0,0,1.14538,0,1.03858,0.52633,0.04599,0.9677,0.01329,0,0.15441,0.01363,0.33618,2.01634,3.47138,1.35902,1.0341,1.42463,0.36546,0.15685,0,3.85514,0.19363,0.77517,0.26671,0.84126,0,2.01529,0.03299,0.03325,0,1.70122,0.11243,0.72814,0.75417,0,0,0,0.73466,1.02523,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15295",0.11986,0,0,0.53524,0,1.11185,0.17767,2.24457,0.55633,0,0,0.02558,0,0.20842,0.26184,0.28749,0,0.09662,0,0,0,0,0,0,0,0,0,0,0.30951,0.86851,2.28938,0,0.52246,0,0,4.5283,0,0,0,0.65729,0.22898,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_sp_An87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB48169|s__GGB48169_SGB66172",0,0,0,0,0,0,0,0,0,0,0.07501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563|s__GGB9563_SGB14975",0,0,0,0,0,0,0,0,0,0.01255,0.04281,0,0,0.03965,0,0,0.12109,0,0,0.01276,0,0.05042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02209,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9759|s__GGB9759_SGB15370",0.03067,0,0,0.02458,0,0.00171,0.01892,0.03888,0,0.00058,0,0,0.00972,0.09362,0.03059,0.03523,0,0.08309,0,0,0,0,0,0,0,0,0,0,0.02767,0.02609,0.03068,0,0.10678,0,0,0,0,0,0.11542,0.02832,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9759|s__GGB9759_SGB15372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15373",0.02569,0,0,0.05649,0,0.03109,0,0,0.0016,0.00418,0,0,0,0.38529,0.02493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0.06916,0,0,0,0,0,0.11853,0.02846,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15374",0.01905,0,0,0.12661,0,0.03399,0.02791,0.0385,0.03326,0.06291,0.34843,0,0,0.01722,0.33191,0.05749,0,0.0377,0,0,0,0.27864,0,0,0,0,0,0,0.32671,0.13196,0.41597,0,0.06811,0.06364,0.03277,0,0,0,0.0638,0.04914,0.04978,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens",0.07869,0,0,0,0,0,0,0,0,0.01065,0.01854,0,0,0.03454,0,0,0.13385,0,0.01188,0.18114,0.00089,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0.0501,0,0
