"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245|f__FGB79245|g__GGB3510",0,0.02986,0,0.00076,0,0,0,0,0,4e-05,0,0,0,0.02141,0,0,0,0,0,0.00686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522",0.01421,0,0,0.02253,0,0.02522,0,0,0,0,0,0,0.02024,0,0.0463,0.01437,0,0.00662,0,0,0,0,0,0,0,0,0,0,0.05307,0.00934,0.0109,0,0,0,0,0.11262,0,0,0,0.00863,0.00447,0
"k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445",0,0,0,0.11128,0,0.00393,0,0,0,0,0,0,0,0,0.04838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17181,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB9673",0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79363|o__OFGB79363|f__FGB79363|g__GGB9288",0.12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03981,0,0
"k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363|f__FGB82363|g__GGB9545",0,0,0,0,0,0,0,0,0,0,0.00622,0,0.00067,0,0,0,0.00084,0,0,0.00565,0,0.02311,0,0,0,0.00565,0,0,0.00765,0,0,0,0,0,0,0.005,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB83839|o__OFGB83839|f__FGB83839|g__GGB3328",0,0,0,0.01196,0,0.03284,0,0,0,0,0.03599,0,0,0,0,0,0,0,0,0,0,0.01507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4651",0.45572,0,0,0,0,0,0,0,0,0,0.13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02895,0,1.02137,0,0,0,0,0,0,0,0,0,0,0.24797,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4727",0,0,0,0.17218,0,0.02083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB4642",0,0,0,0.60509,0,2.04879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15868,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463",0.03144,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02772,0,0,0,0,0,0,0,0,0,0,0.01801,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272|f__FGB9272|g__GGB9296",0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01201,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491|g__GGB9491",0,0,0,0,0.00051,0,0,0,0,0,0,0,0.00692,0.01261,0.00387,0.00615,0.00013,0.00116,0,0,0,0,0,0,0.01037,0.00289,0,0,0,0.0057,0.00658,0,0,0.00433,0.00297,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583|g__GGB3490",0,0,0,0.03159,0,0.07592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74555,0,0,0,0.07656,0,0,0,0,0,0,0.30506,1.61806,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9714|o__OFGB9714|f__FGB9714|g__GGB9711",0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569",0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9828|o__OFGB9828|f__FGB9828|g__GGB35597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9606",0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712",0.41612,0,0,0.25253,0,0.02001,0,0,0,0,0.25931,0,0,0,0.33408,0,0,0,0,0,0,0.06807,0,0,0,0,0,0,0.81583,0.05574,0.12109,0,0.00712,0,0,0,0,0,0,0.2393,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified",0,0,0.00399,0,0.00089,0,0.02775,0.00361,0.01867,0,0.02801,0,0.03819,0.01994,0.00188,0.00894,0.00718,0.0026,0.21559,0.00212,0.08889,0.09833,0.00411,0.10918,0.00969,0.00701,0.02656,0,0.0026,0.24389,0.1072,0.01927,0.00048,0.14159,0.06733,0.01588,0.02965,0.06117,0.04504,0.00021,0,0.04076
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Bianqueaceae|g__Bianquea",0,0,0,0,0,0,0,0,0,0,0.00403,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0.00357,0.01081,0,0,0.00331,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella",0.04068,0.00829,0,0.00626,0.00227,0.00123,0,0,0,0.01453,0.06339,0,0.1016,0.11514,0.00097,0,0.04989,0,0.00789,0.08509,0.00179,0.06853,0.00058,0,0.01207,0.09416,0.01407,0,0.05165,0.23388,0.07962,0,0,0.02109,0,2e-05,0.00024,0.04285,0,0.0111,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified",0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0.00819,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Gehongia",0.00064,0,0,0.00038,0,0,0,0,0,0,0.00056,0,0,0.00145,0.00225,0,0.00033,0,0,8e-04,0,0.00017,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB9186",0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0.01082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Guopingia",0.02745,0,0,0.00707,0,0.00094,0,0,0,0,0.00603,0,0.00372,0.00645,0.00093,0,0.00171,0,0,0.01465,0,0.00126,0,0,0,0,0,0,0.01349,0.02771,0.01236,0,0,0,0,0.00048,0,0,0,0.00105,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Luoshenia",0.00999,0,0,0.00156,0,0,0,0,0,0.00305,0.00317,0,0.07232,0.01453,0.00265,0,0.01561,0,0,0.01536,0,0.00091,0,0,0,0.00506,0,0,0.0111,0.02832,0.00226,0,0,0,0,0,0,0,0,0.00559,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus",0.19271,0,0,0.03939,0,0.15115,0,0,0,0,0,0,0,0,0.03723,0.50002,0,0.79149,0,0,0,0,0,0,0,0.00206,0,0,0.0679,0,0,0,0.1665,0,0,0,0,0,0.29678,0.23673,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified",0.89384,0.739,1.32914,0.92029,1.90077,1.5901,0.19715,0.58755,0.03578,11.36597,0.24598,0.01771,7.22608,1.66195,1.29783,1.53601,0.0395,0.45062,4.40666,0.09802,2.08054,0.24386,0.54984,0.31049,0.62406,0.44388,0.29815,0,2.43251,0.21206,0.46672,1.37485,1.20156,0.04413,0.94925,2.84774,0.07196,1.48831,2.52177,1.19455,0.16699,0.54429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium",0.34114,0.12237,0.00588,1.6121,0.83214,8.54701,0.61191,3.10244,0.83904,0.05051,0.53323,0.18715,0.19506,0.22381,0.8556,4.13552,0.08131,3.47655,0.62031,0.77265,0.42357,0.54182,6.51781,0.91921,0.53686,0.02025,0.93347,0,0.54234,1.44385,0.23239,0.31896,0.85825,0.8062,1.57167,0.08171,1.47005,0.8498,2.40307,0.38339,0.62863,0.04434
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3480",0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3486",0,0,0,0,0,0,0,0,0,0,0.01157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3532",0,0,0,0,0,0,0,0,0,0,0.00548,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3548",0,0,0,0,0,0,0,0,0.04877,0,0,0.00345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3550",0,0,0.02586,0,0,0,0,0,0.03088,0,0,0.01363,0,0,0,0,0,0,0.12185,0,1.38476,0,0,0.01702,0.00211,0,0,0,0,0,0.00432,0,0,0.01346,0.01308,0,0.00034,0.03723,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9575",0,0,0,0,0,0,0.00663,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580",0,0,0,0,0,0,0,0,0,0,0.07676,0,0,0,0,0,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02342,0.13978,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella",0,0.0017,0,0,0,0,0.00073,0.00044,0,0.18631,0,0,0.03162,0.02661,0.00615,0,0.0168,0,0,0.00819,0.00445,0,0.00367,0.03767,0,0.03587,0,0.01257,0.0671,0.00313,0.00744,0.00872,0,0.0408,0.00791,0.01575,0,0.05244,0.01333,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor",0,0.00277,0,0,0,0,0,0,0,0.00136,0,0,0,0.04442,0.00345,0,0.00169,0,0.01743,0.00653,0.01813,0.01393,0,0,0.00293,0.03987,0,0,0,0.06296,0,0.02677,0,0,0,0.36413,0,0.01318,0,0,0,0.06672
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium",0,0.00168,0,0,0,0,0.00173,0.00194,0.00394,0,0.00375,0,0,0.01929,0,0,0,1e-04,0.00013,0.006,0,0.02214,0,0.00449,0,0,0,0,0,3e-05,0.00795,0,0,0.008,0.00114,0,0.01847,0.00658,0.00942,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Paraclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01508,0,0,0,0,0,0.0155,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Sarcina",0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis",0,0,0,0.00282,0,0.00563,0,0,0,0.00499,0.00605,0,0.01014,0.02259,0,0.00258,0.0052,0.00158,0,0.00088,0,0.00504,0,0.01722,0,0,0.00139,0,0.00193,0.00754,0.00217,0,0,0,0,0,0.01969,0.00981,0.0283,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified",0.42692,0.15286,0,0.06078,0.3328,0.03698,0.05257,0,0.04102,0.09366,0.19119,0,0.23782,0.14092,0.12623,0.0803,0.1004,0.02854,0,0.03226,0,0.08033,0,0,0.01023,0.04281,0.01238,0,0,0.26307,0.14747,0,0.18037,0,0,0,0.06637,0.0783,0.00188,0.30731,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium",0.27342,2.18857,0.37287,0.51683,1.46283,0.44837,0.56878,0.55812,0.32417,0.19673,1.42018,0.03974,0.19051,0.29348,0.3217,0.72234,0.36897,0.0666,0.93604,0.49196,1.49613,1.20005,1.70867,0.1217,0.37612,0.48195,1.1561,0,1.17281,0.02459,0.07,1.54663,0.69809,0.46343,0.98625,0.06645,3.9359,1.65319,1.80683,0.21629,0.11717,0.09794
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3267",0,0,0,0,0,0,0,0,0,0,0,0,0,0.69822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277",0.69316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86784,0,0,0,0,0,0,3.03022,0.02705,0.09221,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278",0,0,0,2.09806,0,3.04095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96633,0,0,0,3.86503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068",0.03078,0,0,0.01349,0,0.01243,0,0,0.00673,0,0,0,0,0,0.00845,0.04105,0,0.03269,0,0,0,0,0,0,0.02181,0.02695,0,0,0.02293,0.0056,0.03404,0,0.01161,0,0,0,0,0,0,0.02439,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00238,0,0,0,0,7e-05,0,0.00356,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Alterileibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05115,0,0,0.03039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Anaerovorax",0,0,0,0.00167,0,0,0,0,0,9e-05,0.00038,0,0,0.00634,0,0,0,0,0,0,0,0.00479,0,0,0.00559,0.06673,0,0,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Baileyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia",0,0,0,0,0,0,0,0,0,0.02431,0,0,0.01098,0.02253,0,0,0,0,0,0,0,0,0,0,0.00114,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified",0.00225,0.00107,0.00771,0.0208,0,0,0,0,0.0067,0,0.11782,0.11419,0,0.00571,0,0.00235,0.06928,0.00096,0.00191,0.00945,0.01204,0.02807,0.04709,0.02392,0.00022,1e-04,0.00625,0.03409,0.00833,0.02379,0.00104,0.00091,0.01437,0.00545,0,0.06261,0.2748,0.46776,0.001,0,0.01845,0.05925
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977",0.05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980",0,0,0.02557,0.05867,0,0.00453,0,0,0,0.00146,0.00739,0,0.01052,0.08962,0.05329,0,0.04732,0,0,0.15678,0,0.00449,0,0.00232,0,0,0,0,0.10663,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.20105
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699,0,0,0.0771,0,0,0.03347,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02834,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387",0,0,0.00148,0,0,0,0,0,0,0,0.07901,0,0,0,0,0,0,0,0,0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter",0.05258,0.12002,0,0.05222,0.06079,0.06038,0.05691,0.0114,0.02868,0.11312,0,0.00261,0.22752,0.3782,0.27626,0.04727,0.26629,0.02183,0,0.57349,0,0.03872,0,0.04499,0.21014,0.66756,0,0.01409,0.10125,0.27896,0.21447,0.17808,0.09068,0.42716,0.2811,0.38514,0,0,0,0.07746,0.02996,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium",0.0094,0.00095,0.01698,0.00213,0,0.00014,0.00099,0.003,0.00263,0,0.0024,0.02534,0.17099,0.00165,0.01529,0,0.00037,0.00354,0.01041,0.00705,0.02641,0.01027,0.05276,0.02484,0.00014,0,0.00902,0,0.76111,0.02506,0.01271,0.00076,0.0671,0,0,1.59451,0.00053,0.00309,0.00217,6e-04,0.09339,0.04588
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania",0,0,0,0.0588,0,0.05584,0,0,0.00762,0,0.13663,0,0.04542,0.03441,0,0,0.20894,0,0,0.10962,0,0.36174,0,0,0.13624,0.38222,0,0,0,0.75765,0.14539,0,0.02018,0,0,0.66515,0.00974,0.03247,0,0,0.01924,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter",0.48774,0,2.50722,1.08664,0.00019,1.4654,0.02359,0.03288,0.10462,0.00789,2.67375,0.06589,0.10592,0.51962,0.27866,0.30488,1.13769,0.10992,0.43139,0.30067,0.38429,5.14892,0,0,0.99044,0.80642,0,0,0.24175,0,0,0,0.15392,0,0,0.28459,1.23351,1.85362,0,1.48891,0.22563,9.82305
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Colidextribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0,0,0,0.00327,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified",0.43888,0.02958,0.65247,1.13274,0.38565,0.87625,0.18699,0.19544,0.05079,0.0069,0.0259,0.05216,0.04359,0.05823,0.08946,0.26148,0.01993,0.65215,0.89182,0.00953,0.5856,0.00472,1.15416,0.47626,0.3359,0.00213,0.01552,0,0.26738,0.01509,0.00424,0.02253,0.107,0.09215,0.64843,0.00234,0.54169,0.53474,0.33197,0.0201,0.08855,0.01683
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia",0.37957,1.25367,0.06091,0,0.40639,0,0,0,0.14217,0.43372,1.17773,0,0.67444,1.13731,0,0.39424,1.1647,0.37122,0,0.80686,0,1.05558,0,0,0.56415,0.45495,0,0,1.52792,0.76205,1.02197,0,0.28297,0,0,0,0,0,0,0.46791,0,0.77787
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507,0,0,0,0.00793,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger",0.75754,0,0,1.68062,0,2.15043,0.704,2.29055,1.52404,0.01329,0,0.17999,0.01363,0.54512,2.27818,3.75887,1.35902,1.13072,1.42463,0.36546,0.15685,0,3.85514,0.19363,0.77517,0.26671,0.84126,0,2.3248,0.90149,2.32263,0,2.22368,0.11243,0.72814,5.28247,0,0,0.00483,1.39194,1.25421,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB48169",0,0,0,0,0,0,0,0,0,0,0.07501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563",0,0,0,0,0,0,0,0,0,0.01255,0.04281,0,0,0.03965,0,0,0.12109,0,0,0.01276,0,0.05042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02209,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9759",0.03067,0,0,0.02458,0,0.00171,0.01892,0.03888,0,0.00058,0,0,0.00972,0.09362,0.05919,0.03523,0,0.08309,0,0,0,0,0,0,0,0,0,0,0.02767,0.02609,0.03068,0,0.10678,0,0,0,0,0,0.11542,0.02832,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760",0.04474,0,0,0.18311,0,0.06509,0.02791,0.0385,0.03486,0.06709,0.34843,0,0,0.40251,0.35684,0.05749,0,0.0377,0,0,0,0.27864,0,0,0,0,0,0,0.3277,0.13196,0.41597,0,0.13727,0.06364,0.03277,0,0,0,0.18233,0.07761,0.04978,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas",0.17587,0.0042,0,0.0244,0.00241,0.00925,0.09356,0.15037,0.00134,0.01065,0.01854,0,0.02727,0.03454,0.00591,0.05876,0.13385,0.01882,0.49887,0.18114,0.03928,0,0,0,0,0,0,0,0.07849,0,0,0,0.00441,0,0,0.01365,0,0.03849,0,0.18083,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Levyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora",0,0,0,0.00204,0,0,0,0,0,0.02728,0.0822,0,0,1.16898,0,0,0,0,0,0,0,0.00672,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0.00445,0,0,0.01241,0,0,0
