"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__SGB1797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0.4278,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__SGB1557",0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0.01073,5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis|t__SGB1517_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis|t__SGB1504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens|t__SGB1559",0,0,0,0,0,0,0,0,0,0,0,0,0.03033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__SGB1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,2.6863,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marseillensis|t__SGB1588",0,0,0,0,0,0,0,0,0,0.0398,0,0,0,0.39378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens|t__SGB1561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0.00194,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1688|t__SGB1688",0,0,0,0.16852,0,0.01718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_Marseille_P4119|t__SGB1676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87961,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__SGB1679",0,0,0,0,0,0,1.55563,5.37946,0,0.01208,0.07015,0,0,0.57468,0,0,1.11983,0,0,0.1287,0,0.11483,0,0,0,0,0,0.00024,0.09987,0.00143,0.30931,0,0.24306,0,0,0.00274,0,0,0.00067,0,0.78436,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__SGB1680",0.0407,0,0,0.4554,0,0.09406,0,0,0,0,0,0,0,0,0.01204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64433,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis|t__SGB1507",0,0.00745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis|t__SGB1477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07204,0,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48183,0,0,0,0,0,0,0,9.77534,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brasiliensis|t__SGB1636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16731,0,0,0,0,0,0,0,0.71074,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_brunsvicensis|t__SGB1613",0,0,0.00326,0,0,0,0,0,0,0,0,0,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25935,0,0,0,0,0,0,0,0,0,0.68897,0.02542
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_copri|t__SGB1626",0.44849,0,0,0,0,0,8.76239,8.62782,0.38912,0,0,0.03275,4.94079,0,0.09342,1.98513,0.07052,4.06214,0,0.00017,0,0,0,0,0,0,0,0,0,0.16033,4.43191,0,0.24648,0,0,0.01644,0,0,0,5.51579,6.11595,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_hominis|t__SGB1615",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_hominis|t__SGB1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24373,0,0,0,0,0,0,0,0.16812,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sinensis|t__SGB1644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271,0,0,0,0,0,0,5.7426,0,0,0,0,0.04168,0,0,0,0.17409,0,0,0,0,0,0.07072,0,0.49005,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_sinica|t__SGB1653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.16966,0,0,0,0,0,0,0,1.00283,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290",0.03896,0,0,0.06958,0,0.02164,0,0,0,0.03602,0.00598,0,0.65795,0.04158,0.0055,0,0,0,0,0,0,0.01281,0,0,0.05948,0.03551,0,0,0.03137,0.00586,0.0385,0,0,0,0,0,0,0,0,0.12539,0.00411,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar|t__SGB2311",0,0,0,0,0,0,0,0,0,0,0.00551,0,0,0,0,0,0,0,0,0,0,0.00528,0,0,0,0,0,0,0,0.0025,0.03879,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301",0.00039,0.00498,0,0.0106,0.0188,0.00288,0,0,0,0.22207,0,0,0.05894,0.08395,0.09146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11874,0.19535,0,0,0.03648,0,0.00687,0.00576,0.1523,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii|t__SGB2328",0,0,0,0.00125,0,0.00338,0,0,0,0.22856,0,0,2.10025,0.12778,0,0,0,0,0.01822,0,0.00262,0,0,0,0,0,0,0,0,0.08804,0.20488,0,0.0016,0,0,0,0,0,0,0,0.00074,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__SGB2325",0.00925,0,0,0,0,0.00161,0,0,0,0.09104,0,0,0,0.04015,0.00067,0.00554,0.25457,0,0,0.06849,0,0,0,0,0,0,0,0,0,0.04812,0.16296,0,0,0,0,0,0,0,0,0.01485,0,0.00127
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__SGB2303",0.00321,0,0,0.06435,0.00059,0.00826,0.38741,0.14319,0,4.42855,0.00817,0,3.44002,3.01636,0,0,0.10305,0,0.22484,0.04805,0.05976,0.00081,0,0,0,0,0,0,0,0.34484,0.11887,0,0,0.40227,0.02215,0,0,0,0,0.00822,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_provencensis|t__SGB2298",0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__SGB2318",0.00372,0.1537,0,0.0329,0.1117,0.04161,1.04228,0.33281,0.04074,0.89146,0.04342,0.01355,1.54383,0.22971,0.00735,1.34989,0.09971,0.24888,0.68192,0.03792,0.0967,0.03528,0,0,1.47326,0.28268,0,0,1.78969,0.03215,0.059,0.00782,0.01551,0,0,0.00538,0,0,0,0.01636,0.00339,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__SGB2296",0,0,0,0.04305,0,0.01737,0,0,0,0.01912,0.00901,0,0,0.03321,0.01002,0,0.00687,0,0,0.01212,0,0,0,0,0,0,0,0,0.16161,0,0.0314,0,0,0,0,0,0,0.00555,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__SGB2295",0.18535,0.025,0,0.01311,0.03582,0.01383,0.55885,0.09375,0.00324,0.34766,0,0,0.43998,0.23854,0.00593,0.0777,0.31946,0.00476,0,0.3085,0,0,0,0.00281,0.28349,0.06915,0,0,0,0.04252,0.33989,0,0,0.43661,0.03932,0,0,0,0,0.33841,0.00245,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AF17_16|t__SGB2326",0,0.00584,0,0.01451,0.00343,0.00948,0,0,0,0,0,0,0,0,0.03713,0.01314,0.0636,0.00594,0,0.02137,0,0,0,0,0,0,0,0,0,0.09517,0.0557,0,0.00255,0,0,0.00372,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1691|s__GGB1691_SGB2324|t__SGB2324",0,0,0,0,0,0,0,0,0,0.01643,0,0,0,0.00568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1405|s__GGB1405_SGB1928|t__SGB1928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12775,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_acidifaciens|t__SGB1943",0,0,0,0.00446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934",0.00741,0.01349,0,0.02124,0.01544,0.00272,0.18208,0.27901,0.00233,0.64275,0.0045,0.00687,1.00857,0.18576,0.0843,0.00837,0.21489,0,0.00156,0.10282,0.06323,0.00179,0,0.68769,0.72396,0.01571,0.02751,0.023,0.08076,0.0047,0.06995,0.00179,3e-05,0.03005,0.01466,0.00113,0.00594,0.05575,0.0281,0.16191,0.00125,0.00051
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1938",0,0,0,0,0,0,0,0,0,0,0,0,0.07995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1941",0.03775,0,0,0.00771,0,0,0,0,0,0.05057,0,0,0.00158,0.07973,0.00562,0.00218,0.07569,0,0,0.04246,0,0,0,0,0.00898,0.01852,0.00066,0,0.02732,0.00407,0.00324,0,0,0,0,0,0,0,0,0.08281,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii|t__SGB1942",0,0,0,0,0,0,0,0,0,0.01033,0,0,0,0.03152,0,0,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__SGB1948",0,0,0,0,0,0,0.06199,0.04296,0,0,0,0,0.33828,0,0.06819,0,0,0,0.00699,0,0.06596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__SGB1949",0,0.01487,0,0.0303,0.08534,0.00959,0.25014,0.0533,0,0.18042,0.02206,0,1.3398,0.11853,0.05277,0.24959,0.4127,0.02678,0.08366,0.16653,0.01374,0.00865,0.00225,0,0.1374,0.02784,0.12111,0,0.31703,0.00702,0.29727,0.01197,0.01747,0.38248,0.208,0.00424,0.00501,0.06586,0.03975,0,0.01631,0.00041
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_AGMB00274|t__SGB1930",0,0,0,0,0,0,0,0,0,0.01873,0,0,0,0,0.00883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_TM07_1AC|t__SGB1939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616,0,0,0,0,0,0.01669,0,0,0,0,0,0,0,0,0.00107,0.017,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1630|s__GGB1630_SGB2238|t__SGB2238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3678,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB1458|o__OFGB1458|f__FGB1458|g__GGB1458|s__GGB1458_SGB2021|t__SGB2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14111,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687|s__GGB47687_SGB2286|t__SGB2286",0,0,0,0.1198,0,0.03213,0,0,0,8e-04,0,0,0,0.04957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0.39364,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405|g__GGB1266|s__GGB1266_SGB1699|t__SGB1699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99125,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437",0,0,0,0,0,0,0,0,0,0,0.00641,0,0,0,0,0,0,0,0,0,0,0.00669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957|t__SGB1957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.07209,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB618|o__OFGB618|f__FGB618|g__GGB1455|s__GGB1455_SGB2018|t__SGB2018",0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071|t__SGB2071",0,0,0,0.12963,0,0.02173,0.23658,0.30678,0,0,0.1385,0,0,0,0.04989,0.2663,0,0.02435,0,0,0,0.20247,0,0,0,0,0,0,0.02528,0.07204,0.2796,0,0.02869,0.23128,0.35986,0.01069,0,0,0,0,0.10863,0
"k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496|s__GGB1496_SGB2073|t__SGB2073",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2229|t__SGB2229",5.07768,0,0,0,0.00102,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67745,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2230|t__SGB2230",0,0,0,0,0,0,0,0,0,0,0.32227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48813,0,0,0,0.02222,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1661|s__GGB1661_SGB2275|t__SGB2275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__CFGB668|o__OFGB668|f__FGB668|g__GGB1663|s__GGB1663_SGB2279|t__SGB2279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB8590|t__SGB8590",0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0,0,0,0,0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanoperiomorbia|o__Candidatus_Nanoperiomorbales|f__Candidatus_Nanoperiomorbaceae|g__Candidatus_Nanoperiomorbus|s__Candidatus_Nanoperiomorbus_periodonticus|t__SGB19800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0.00089,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__Candidatus_Nanogingivalis|s__Candidatus_Nanogingivalis_gingivitcus|t__SGB19822",0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19823|t__SGB19823",0,0,0,0,0,0,0.00466,0,0.00092,0,0,0.04555,0.00316,0,0,0,0,0.00102,0.00419,0,0.00282,0,0.00251,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19824|t__SGB19824",0,0,0,0,0,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19825|t__SGB19825",0,0,0,0,0,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19827|t__SGB19827_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_bacterium_oral_taxon_488|t__SGB19903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19846|t__SGB19846_group",0,0.00538,0,0,0.00406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0.00079,0.01011,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19847|t__SGB19847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19905|t__SGB19905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348|t__SGB19880",0,0.00539,0,0,0.00642,0,0,0,0.00717,0,0.00055,0.02869,0,0,0,0,0,0,0.00721,0,0.01512,0.00792,0.04067,0.00403,0,0,0.00332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0.00022
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_349|t__SGB19844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_350|t__SGB19820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_351|t__SGB19790",0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0,0,0,0,0,0,0.00279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
