"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Qingrenia|s__Qingrenia_yutianensis|t__SGB4158",0,0,0,0,0,0,0,0,0,0,0.01766,0,0,0,0,0,0,0,0,0,0,0.00593,0,0,0,0,0,0,0.03396,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans|t__SGB4262",0.05396,0,0.05494,0.20735,0,0.13955,0,0,0,0.05694,0.21274,0,0.51354,0.64056,0.17161,0.00768,0.62229,0.02121,0,0.75933,0,0,0.12129,0,4.28875,0.16686,0.05065,0,0.02971,0,0,0,0.10545,0,0,0,0,0,0,0.03987,0.05969,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bovis|t__SGB4272",0,0,0,0,0,0,0,0,0,0,2.72248,0,0,0,0,0,0,0,0,0,0,8.05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4285",2.10745,10.04518,0,6.78629,11.36092,2.42901,0.13162,0.00042,2.37507,0.07071,0.96882,0.00498,1.7517,0.77218,0.01639,1.79749,1.03924,2.96618,0,0.00016,0,0.13067,0.35236,0.33178,0,0,2.9372,0,0,0.09405,0.28239,3.36389,0,0,0,0.00186,0,0,0,0.68276,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii|t__SGB4290",0,0,0,0.03873,0,1.60983,0,0,0,0,0.32763,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11611,1.55149,0,0,5.01288,0,0,0,0,0,0,0,0.01523,3.29197,4.13709,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus|t__SGB4420",0,0,0,0.06289,0,0.14338,0,0,0,0,0,0,0,0,1.49156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus|t__SGB4422",0,0,0,0.34101,0,0.32539,0,0,0,0,0,0,0,0,0,2.21719,0,1.10318,0,0,0,0,0,0,3.45976,0.39677,0,0,0.03509,0,0.61235,0,0.89321,0,0,0,0,0,0.63324,0,0.08579,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_gauvreauii|t__SGB29375",0,0,0,0.00112,0,0,0,0,0,0.00259,0,0,0.02411,0.01515,0,0,0.00411,0,0.00816,0.00258,0.01624,0,0,0,0.00344,0.02752,0,0,0,0.00623,0.00257,0.00723,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421|t__SGB4421",0.66157,0,0,0.0579,0,0.03564,0,0,0,0,0,0,0.00655,0,0,0,0.49542,0,0,1.37301,0,0,0,0,0,0,0,0,0,0.23099,0.01611,1.18228,0,0,0,0,0,0,0,2.88528,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF13_28|t__SGB4834",0,0.05179,0,0.66259,0.12662,0.48171,0.30963,0.20244,0.23919,0.0141,0.02263,0.35544,0,1.51729,1.54646,0.21665,0.05861,0.24684,0,0.06867,0,1.01872,0.00068,0.02317,0.02394,0.21076,0,0,0.23043,0.13022,0.14036,0,0.09032,0,0,0,1.3757,1.6304,0.18009,0,0.38089,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF41_9|t__SGB25497",0,0,0,0.03188,0,0.06755,0,0,0,0,0,0,0,0,0.0153,0.00489,0,0.01234,0,0,0,0,0,0,0.0338,0.0195,0,0,0.00653,0,0.00276,0,0.10011,0,0,0,0.35876,0.04107,0,0,0.00616,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271",0.04053,0.12401,0.03582,0.02763,0.06485,0.0082,0.03379,0.00582,0.05433,0.31254,0.07754,7e-04,0.18971,0.32131,0.03758,0.02054,0.79487,0.02936,0.19203,0.7376,1.14692,0.10596,0.00639,0.75991,0.15126,0.2418,0.03168,6e-05,1.09488,0.26904,0.03291,0.04929,0.06095,0.37382,0.18205,0.33683,0.0823,0.4392,0.54063,0.04846,0.00428,0.16496
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola|t__SGB15089",0.08067,0.00186,0,0.02095,0.02304,0.01826,0.33381,0.07638,0,0.3087,0.06706,0,0.08409,0.56849,0.05843,0.0928,4.40358,0.07709,0.40899,0.96088,0.17702,0.49574,0.03212,0,0.13894,0.0539,0.05762,0,0.01308,0.00509,0.06979,0.12584,0.1179,0.00981,0.01593,0.06002,0,0,0,0.03014,0.16518,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa|t__SGB15085",0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01574,0,0,0,0.00497,0,0,0,0,0,0,0.10538,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15086|t__SGB15086",0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_SGB15087|t__SGB15087",0.46186,0,0,0,0,0,0,0,0,0,0.05247,0,0,0,0,0,0,0,0,0,0,0.00582,0,0,0,0,0,0,0.13561,0,0,0,0.00138,0,0,0.08354,0,0,0,0.68029,0.11319,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia|s__Youxingia_wuxianensis|t__SGB82503",0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0.00801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0,0.00043,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Criibacterium|s__Criibacterium_bergeronii|t__SGB6645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07242,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141|t__SGB6141",0,0.00674,0,0.01289,0,0.02823,0,0,0,0,0.00522,0,0,0,0,0.07583,0.00181,0,0,0.00044,0,0,0,0,0,0,0,0,0.08567,0.12908,0.01087,0,0.03578,0.00737,0,0,0,0.18819,0.67067,0,0.28168,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii|t__SGB6140",0.41753,0,0,0.02328,0,0,0,0,0.3135,0.06318,0.10463,0,0.06501,0.09017,0,0.00705,0.05697,0.05896,0,0.30379,0,0,0.02168,0.018,0,0,0.0394,0,0.06394,1.02203,0.0548,0.02743,0,0.27028,0.04376,0,0.89196,0.54207,0.69107,0,0.00746,0.00418
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii|t__SGB6146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius|t__SGB746",0,0,0,0,0,0,0.21872,0,0,0,0,0,0,0,0,0,0.01421,0,6e-05,0,0,0,0,0,0.02973,0,0,0,0.11628,0,0,0,0.00297,0,0,0,0,0,0.14313,0,0,0.10199
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_SGB749|t__SGB749",0.00053,0,0,0,0,0,0,0.00276,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0.00033,0,0,0,0,0,0,0.01397,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__SGB748",0,0.00786,0,0.05874,0,0.00483,0,0,0.20079,2.66241,0.50418,0,0.2215,0.05814,0,0.11028,1.80082,0,0.0625,0.68134,0,0.06324,0.02058,0,0.02738,0.01271,0.00061,19.26417,0.23739,0.36443,0.00879,0,0.56992,0,0.00511,0.01882,0.22184,0.17219,0.43637,0,0.18023,0.00086
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis|t__SGB6148",0.12808,0.19074,1.12548,0.5464,0.26721,0.04405,0.00178,0.39293,0.2283,0.09063,0.38874,0.05235,0.15725,0.15503,0.30514,0.39209,0.46793,0.18509,0.26246,1.23452,0.10738,0.40127,2.48481,0.09121,0.16088,1.01839,0.21277,0,1.06939,0.6636,0.09311,0.02718,0.82396,0.3994,0.5391,0.00745,0.2485,0.60373,0.44089,0.52786,0.95741,0.32425
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_glycolicus|t__SGB29068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae|g__Yeguia|s__Yeguia_hominis|t__SGB72336",0.02536,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0.00281,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.0034,0.00087,0,0,0,0,0,0,0,0,0.01307,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__SGB6778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65652,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_tridentinum|t__SGB6783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58841,4.16992,0,3.99861,0,0,0,0,0,0,0,0,0,0,1.25742,0,0,0,0.39474,0,0,0,0,0,0,0,4.66624,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis|t__SGB6771",0,0.00668,0,0,0,0,0.00179,0,0,0.58495,0,0,0.03152,0,0.02259,0,0.0657,0,0.02477,0.00618,0.02496,0,0,0,0.00986,0,0,0,0,0.00666,0,0.00105,0.09372,0,0,0,0.00724,0.03199,0.00319,0,0,0.23514
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_sp_AF33_1AC|t__SGB6765",0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus|t__SGB4035",0,0,0.02332,0,0,0,0,0,0.04626,0,0,0.09655,0,0.0021,0,0,0,0,0,0,0,0,0.00287,0.11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627,0,0,0,0.00957
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale|t__SGB4042",0,0,0,0,0,0,0,0,0.14478,0,0,0.03788,0,0,0,0,0,0,0,0,0,0,0,0.28133,0,0,0,0,0,0,0,0,0,0,0,0.35183,0.00774,0.01051,0,0,0,0.33373
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa|t__SGB6820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa|t__SGB4031",0,0,0,0,0,0,0.01206,0.02018,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum|t__SGB4036",0,0,0,0,0,0,0,0,0,0,0,0,0.62645,0,0,0,0,0,0,0,0,0.00399,0,0,0,0.00167,0,0,0.00761,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum|t__SGB4037",0,0.00844,0.0029,0.00529,0.01472,0,0.00396,0.00986,0.00319,0.0012,0.00138,0,0.47203,0.06239,0,0.01353,0.03602,0.00196,0.03414,0.04199,0.17725,0.02595,0.05277,0.05134,0.00203,0.00032,0.04841,0,0.02311,0.04172,2e-04,0.01529,0.00112,0.03408,0.04009,0.78647,0.06058,0.04761,0.1136,0,0,0.0165
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum|t__SGB4038",0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0.00428,0.00181,0,0,0,0,0,0,0,0,0,0,0.06314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia|t__SGB6749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08203,0,0.03471,0,0.00557,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme|t__SGB6747",0,0,0,0,0,0,0,0,0,0,0,0,0.02312,0,0,0,0,0,0,0,0,0,0.06869,0.04551,0.00013,0.00349,0.02656,0,0,0,0,0,0,0,0,0.17819,0.01461,0,0.21454,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744",0,0,0.00086,0,0,0,0,0,0,1.17009,0.00401,0,0,0.00022,0.0243,0,0.00186,0,0.05913,0,0.81979,0.04442,0.00755,0.04876,0,0,0,0.01297,0.02643,0.02852,0,0.02652,0,0.005,0.00815,0.23657,0.00555,0.00364,0.14059,0.00278,0,0.38796
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_SGB66626|t__SGB66626",0,0,0,0,0,0,0,0,0.01575,0,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15|t__SGB6746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_7770_A6|t__SGB6836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86576,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis|t__SGB6750",0.10001,0,0,0.10439,0,0.34374,0,0,0,0.00226,0,0,0,0.88499,0,0,0,0,0,0,0,0,1.06498,0,0.03158,0.03899,5.02805,0,0,0,0,0,0,0,0,0,2.38335,4.8328,0,0.4209,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis|t__SGB6754",1.35292,1.88411,1.51833,0.79655,0.99467,0.92929,0.20277,1.29622,1.81202,0,0.33616,2.63144,0.00222,0.29534,0.36034,0.05387,0.39596,0.25584,0,1.58831,0,0.30215,2.16289,0.87697,1.49287,5.23879,11.65818,0,0.07939,2.17447,0.83603,3.46788,0.17881,3.08208,2.13805,1.23465,0.87083,0.13878,0,0.36667,0.00678,2.75014
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus|t__SGB6791",0,0,0,0.0344,0,0.01562,0,0,0,0,0.35965,0,0,0,0,0,0,0,0,0,0,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus|t__SGB6792",0,0.01402,0,0.03704,0.00241,0.00484,0,0,0,0.01675,0,0,0,4.50385,0,0,0,0,0,0,0,0,0,0,0.01846,0.01864,0,0,0,0.57863,0.04209,0,0,0,0,0,0,0,0.41325,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides|t__SGB6790",0,0,0,0,0,0,0,0,0.00035,0,0.08267,0,0,0,0,0,0,0,0,0,0,0.01108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94303,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31183|s__GGB31183_SGB44477|t__SGB44477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB4888|s__GGB4888_SGB6837|t__SGB6837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis|t__SGB6806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46172,0.54904,0,0.22259,0,0,0,0,0,0,0,0,0,0,0,3.52999,3.80239,0,1.14818,0,0,3.39481,0,0,0,0,0.84735,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci|t__SGB6796",0,0,0,0,0,0,0,0,1.62238,0,0,2.70901,0,0,3.13185,0.33621,0,0.56966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77272,0,0,18.92184,0,0,0,0,5.82055,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046",0.02761,0.03471,0,0.00733,0.03119,0.0016,0.00141,0.00777,0.02053,0.01925,0.00145,0,0,0.08688,0.03682,0,0.02914,0,0,0.0215,0,0.00317,0,0.1923,0.03137,0.0293,0,0,0.05885,0.00297,0.03399,0,0,0.09281,0.09736,0.07631,0,0,0,0.0213,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis|t__SGB4044",0,0.00465,0,0.00177,0.00589,0.00045,0.03101,0.03158,0,0.01114,0,0,0.01729,0.01233,0,0.04143,0,0.05669,0.1251,0,0.21922,0,0,0,0,0,0,0,0,0.02231,0.02125,0,0.01209,0,0,0.00052,0.00042,0.06007,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2|t__SGB4045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20537,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris|t__SGB4041",0,0.02357,0,0,0.0221,0,0,0,0,0,0,0,0,0,0,0,0.05812,0,0,0.0031,0,0,0,0,0.0888,0,0,0,0,0,0,0,0,0,0,0.14793,0,0.02899,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis|t__SGB4026",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis|t__SGB6767",0,0.00177,0.00466,0,0,0,0,0,0,0,0.09148,0,0,0.02075,0,0,0,0,0,0,0,0.15901,0,0.02452,0,0,0,0,0,0,0,0.00111,0,0.00623,0,0,0,0.0031,0.10012,0,0,0.04242
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis|t__SGB6768",0,0,0,0,0,0,0,0,0,0,0.00098,0,0.00529,0.01774,0,0,0.0215,0,0,0.05074,0,0,0,0,0,0,0.00449,0,0,0,0,0.00358,0,0,0,0.00603,0,0.0189,0.00332,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__SGB6826",0,0.00885,0,0,0,0,0,0,0,0.90221,0.01627,0,0.15276,0.00218,0,0.01344,0.08695,0,0.03088,0,0,0.02229,0,0,0,0,0,1.78499,0,0.00711,0.00248,0,0.26751,0,0,0.0495,0,0,0.1145,0,0,0.00315
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828|t__SGB6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0.0257,0.00906,0,0.00266,0,0,0,0,0,0.00682,0,0.0042,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829|t__SGB6829",0,0,0.00079,0,0.00043,0,0,0.00056,0.00031,0,0,0.01263,0.00277,0,0.00305,0,0,0.00076,0.00084,0,0.00486,0,0.00352,0.00373,0,0,0,0,0.01814,0.00498,0.00305,0.00132,0.00155,0,0,0.01643,0,0,0.00227,0,0.00166,0.00171
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6833|t__SGB6833",0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834|t__SGB6834",0,0,0,0,0,0,0,0,0,0,0,0.00541,0,0,0,0,0,0,0,0,0,0,0.01769,0,0,0,0.00247,0,0,0,0,0,0,0,0,0.01006,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis|t__SGB6847",0,0.12265,0,0.00723,0.11206,0,0,0,0,0,0,0,0,0,0,0.00033,0.04815,0,0,0.02406,0,0,0,0.00047,0,0.00973,0,0,0.0013,0.0059,0,0.00651,0,0.00609,0,0,0,1.58846,0.07802,0,0.06762,0
